,Index,JobLine,NormorlizedJobLine
4904,4904,Improved C# REST API design that integrated with global backend systems leveraging ETL and a Tibco Enterprise Service Bus,softwar engin manag improv rest api design integr global backend system leverag etl tibco enterpris servic bu
4905,4905,"Designed architecture, solutions, and strategies for software (C# Web API with Entity Framework and Oracle) for a large distributed Recruitment platform with colleagues in France, Japan, and India",softwar engin manag design architectur solut strategi softwar web api entiti framework oracl larg distribut recruit platform colleagu franc japan india
4906,4906,Established Friday code review sessions and served as a mentor to the app dev team,softwar engin manag establish friday code review session serv mentor app dev team
4907,4907,Developed a Tax Credit locator that helps individuals locate census tracts in distressed neighborhoods that may qualify for tax credits. This was designed with a Google Maps integration backed with a Census Tract database in PostgreSQL with geospecial objects (PostGIS),softwar engin manag develop tax credit locat help individu locat censu tract distress neighborhood may qualifi tax credit design googl map integr back censu tract databas postgresql geospeci object postgi
4908,4908,"Team lead for a developing an app in Xamarin for Medicrea, a Lyon-based Spinal Surgery and Tech company using machine learning to provide better treatment plans for patients. App was released to the iOS App store for use by affiliated surgeons nationwide) with an AWS backend.",softwar engin manag team lead develop app xamarin medicrea lyon base spinal surgeri tech compani use machin learn provid better treatment plan patient app releas io app store use affili surgeon nationwid aw backend
4909,4909,"Handled caching large X-Ray data, securing user information, and supporting different form factors (iPhone / iPad, etc.)",softwar engin manag handl cach larg ray data secur user inform support differ form factor iphon ipad etc
4910,4910,"Created AWS infrastructure for Medicrea using VPC, EC2, ALB, Cognito, API Gateway, Autoscaling Groups, S3, and RDS",softwar engin manag creat aw infrastructur medicrea use vpc ec alb cognito api gateway autosc group rd
4911,4911,"Regularly participated / presented at the Long Island .Net User Group, to discuss C# topics such as .NET Core, Application Insights, and other topics",softwar engin manag regularli particip present long island net user group discuss topic net core applic insight topic
4912,4912,"Director for a team of 100+ SW Engineers through 9 managers in the design, development, testing, release and current engineering of CDMA Wireless SW features supporting 25,000 global base stations.",softwar engin manag director team sw engin manag design develop test releas current engin cdma wireless sw featur support global base station
4913,4913,"Lead the definition of new product features and costs, deployment of new processes and procedures to maximize development/delivery and the introduction of emerging technologies to leadership and partners.",softwar engin manag lead definit new product featur cost deploy new process procedur maxim develop deliveri introduct emerg technolog leadership partner
